>OSTLU_14894
3.A.1.205.11 - Evalue: 5.14353E-43	[TI3000980, TI3001052, TI3000983]
2.A.1.19.4 - Evalue: 5.50156E-43	[TO0019610, TO0025618, TO0025616, TO0019059, TO0021376, TO0021377, TO0009255, TO0014969, TO0014968, TO0004486, TO0001098, TO0014967, TO0003035, TO0003038, TO0001652, TO0003037, TO0003039, TO0000566, TO0001897, TO0000301, TO0003040, TO0002073, TO0003164, TO0011227, TO0011228, TO0003047, TO0009389, TO0000571, TO0014976, TO0011226, TO0001663, TO0002877, TO0001668, TO0002878, TO0001306, TO0002719, TO0000216, TO0017773, TO0017776, TO0017413, TO0021113, TO0017412, TO0017775, TO0021114, TO0017417, TO0017416, TO0003250, TO0005794, TO0005795, TO0002285, TO0002286, TO0004468, TO0000420, TO0002840, TO0003136, TO0003139, TO0000546, TO0017420, TO0017421, TO0000325, TO0017668, TO0024076, TO0003263, TO0003262, TO0008159, TO0014716, TO0003265, TO0003268, TO0001883, TO0001884, TO0002733, TO0002939, TO0001291, TO0001170, TO0002262, TO0001295, TO0003234, TO0003236, TO0000761, TO0003235, TO0004203, TO0003238, TO0003237, TO0003239, TO0000526, TO0017400, TO0017763, TO0000409, TO0017402, TO0017404, TO0017405, TO0017408, TO0017409, TO0002392, TO0000180, TO0003243, TO0004694, TO0003244, TO0001188, TO0002398, TO0003246, TO0001740, TO0001983, TO0011661, TO0000652, TO0017178, TO0008347, TO0007933, TO0003213, TO0011197, TO0011198, TO0005515, TO0011195, TO0001712, TO0011196, TO0000866, TO0003221, TO0003223, TO0003222, TO0001166, TO0002256, TO0008359, TO0002257, TO0010793, TO0000511, TO0003229, TO0000996, TO0000877, TO0012296, TO0007708, TO0011291, TO0001806, TO0017833, TO0000036, TO0017835, TO0017836, TO0005177, TO0005732, TO0002348, TO0002469, TO0004409, TO0017168, TO0000386, TO0011979, TO0011987, TO0002475, TO0003209, TO0002912, TO0001824, TO0001825, TO0000857, TO0016286, TO0016288, TO0008302, TO0001234, TO0014544, TO0012123, TO0012000, TO0002447, TO0001237, TO0016281, TO0016282, TO0005719, TO0016283, TO0000702, TO0016284, TO0016285, TO0016297, TO0000949, TO0017826, TO0000041, TO0000160, TO0003781, TO0005842, TO0001243, TO0005840, TO0005841, TO0005725, TO0000830, TO0014552, TO0005727, TO0000955, TO0023239, TO0023236, TO0000237, TO0023237, TO0011805, TO0014529, TO0005495, TO0014528, TO0001450, TO0014527, TO0014526, TO0014525, TO0001694, TO0002542, TO0014524, TO0014644, TO0014523, TO0014522, TO0001334, TO0014521, TO0014520, TO0004848, TO0020878, TO0000106, TO0020893, TO0010606, TO0021183, TO0014539, TO0005385, TO0001460, TO0014538, TO0002430, TO0014537, TO0014536, TO0001342, TO0014535, TO0010299, TO0014534, TO0002312, TO0014533, TO0002677, TO0014532, TO0002435, TO0014531, TO0014530, TO0001228, TO0004739, TO0000130, TO0012448, TO0003058, TO0000463, TO0004945, TO0002403, TO0012320, TO0002405, TO0001318, TO0004827, TO0000904, TO0000369, TO0020871, TO0000362, TO0003061, TO0003060, TO0014519, TO0014518, TO0014517, TO0014514, TO0000474, TO0014513, TO0005803, TO0020868, TO0005804]

>OSTLU_4844
2.A.7.11.6 - Evalue: 3.41621E-8	[TR2000043]
2.A.7.11.7 - Evalue: 1.39688E-12	[TR2000026, TR2000043]
2.A.7.11.8 - Evalue: 8.00902E-9	[TR2000026]
2.A.7.11.1 - Evalue: 5.23647E-9	[TR2000043]

>OSTLU_49715
2.A.7.9.6 - Evalue: 9.80837E-58	[TR2000079, TR2000863, TR2002081]
2.A.7.9.1 - Evalue: 5.43863E-60	[TR2000061, TR2000482, TR2000102]
2.A.7.9.2 - Evalue: 2.85985E-92	[TR2000863, TR2000079, TR2000089, TR2002081]
2.A.7.9.22 - Evalue: 1.20554E-55	[TR2000198]
2.A.7.9.3 - Evalue: 3.29205E-96	[TR2000061, TR2000102]
2.A.7.9.23 - Evalue: 1.87331E-58	[TR2000061, TR2000482, TR2000102]
2.A.7.9.24 - Evalue: 1.4259E-35	[TR2000061]

>OSTLU_26714
3.D.1.6.3 - Evalue: 2.95179E-17	[TR6900001, TI6900028]
3.D.1.6.2 - Evalue: 4.79809E-12	[TI6900028]

>OSTLU_38823
2.A.1.14.29 - Evalue: 7.96728E-26	[TI1900003]
2.A.1.14.27 - Evalue: 1.66951E-20	[TI1000300, TI1100009, TI1100300, TI1000009]
2.A.1.14.28 - Evalue: 2.11269E-17	[TO1100300, TO1100009, TO1000009, TO1000300]
2.A.1.14.25 - Evalue: 2.89898E-13	[TO1001384, TO1101384]
2.A.1.14.26 - Evalue: 1.9658E-32	[TO1000023, TO1000186, TO1100023, TO1100186]
2.A.1.14.23 - Evalue: 1.88024E-44	[TO1000023, TO1000186, TO1100023, TO1100186]
2.A.1.14.24 - Evalue: 3.10455E-30	[TO1100009, TO1000009]
2.A.1.14.21 - Evalue: 4.5436E-33	[TO1100038, TO1100008, TO1000008, TO1100002, TO1000038, TO1000002]
2.A.1.14.22 - Evalue: 9.10598E-76	[TO1100009, TO1000009]
2.A.1.14.42 - Evalue: 2.51916E-36	[TO1000023, TO1000186, TO1100023, TO1100186]
2.A.1.14.40 - Evalue: 1.32232E-22	[TO1000571, TO1100571]
2.A.1.14.16 - Evalue: 3.77874E-46	[TO1000023, TO1000186, TO1100023, TO1100186]
2.A.1.14.14 - Evalue: 2.1961E-15	[TO1100652, TO1100223, TO1000652, TO1000223]
2.A.1.14.15 - Evalue: 7.53244E-29	[TO1101104, TO1104739, TO1008131, TO1011668, TO1117809, TO1101343, TO1109189, TO1109188, TO1112368, TO1109184, TO1109183, TO1109182, TO1109181, TO1009465, TO1109180, TO1120099, TO1120098, TO1120097, TO1005095, TO1101350, TO1100384, TO1117805, TO1117806, TO1117807, TO1117928, TO1117808, TO1117803, TO1117804, TO1009480, TO1009122, TO1120083, TO1009123, TO1009483, TO1103981, TO1011325, TO1011326, TO1011328, TO1011321, TO1101684, TO1011322, TO1101320, TO1011323, TO1109169, TO1103980, TO1011324, TO1108078, TO1109166, TO1110049, TO1011319, TO1109284, TO1008157, TO1000679, TO1000317, TO1009124, TO1000674, TO1101337, TO1101214, TO1024849, TO1104960, TO1103872, TO1101332, TO1109179, TO1111367, TO1109178, TO1109177, TO1111368, TO1109176, TO1109175, TO1113429, TO1108085, TO1109174, TO1109173, TO1109171, TO1009476, TO1111363, TO1001995, TO1111362, TO1004090, TO1004091, TO1004092, TO1105627, TO1004095, TO1101388, TO1101025, TO1009300, TO1020106, TO1112286, TO1020107, TO1020108, TO1008560, TO1004082, TO1104426, TO1005052, TO1004084, TO1011974, TO1101151, TO1101271, TO1101036, TO1119902, TO1008563, TO1004087, TO1119901, TO1004089, TO1119900, TO1005082, TO1111170, TO1104878, TO1011402, TO1011405, TO1117958, TO1117710, TO1111297, TO1104409, TO1000615, TO1101256, TO1101255, TO1101375, TO1101132, TO1104882, TO1117706, TO1117707, TO1117708, TO1117709, TO1114556, TO1117705, TO1117940, TO1117700, TO1000621, TO1017489, TO1017488, TO1017487, TO1017486, TO1017485, TO1017484, TO1004173, TO1011944, TO1109465, TO1108131, TO1008894, TO1008893, TO1004056, TO1004298, TO1101995, TO1008881, TO1011930, TO1019893, TO1019896, TO1019897, TO1019898, TO1109476, TO1111668, TO1124849, TO1008764, TO1008884, TO1004070, TO1008791, TO1008790, TO1008793, TO1004194, TO1008792, TO1019206, TO1019562, TO1105082, TO1008795, TO1009765, TO1004199, TO1008796, TO1008780, TO1004183, TO1008782, TO1011951, TO1105095, TO1111402, TO1011945, TO1111405, TO1120108, TO1008784, TO1004065, TO1008783, TO1008786, TO1004067, TO1008785, TO1005036, TO1008788, TO1004189, TO1008787, TO1008789, TO1101303, TO1121154, TO1104815, TO1121031, TO1104817, TO1121030, TO1109148, TO1109147, TO1007527, TO1005107, TO1111358, TO1109143, TO1109141, TO1008850, TO1112560, TO1004255, TO1111352, TO1004257, TO1103978, TO1104826, TO1103979, TO1104827, TO1101313, TO1103974, TO1103975, TO1103976, TO1103977, TO1101316, TO1101791, TO1103972, TO1019973, TO1103973, TO1019974, TO1101310, TO1109155, TO1008849, TO1109154, TO1001096, TO1003032, TO1109391, TO1008841, TO1008840, TO1004486, TO1104818, TO1004245, TO1004246, TO1008845, TO1004247, TO1100674, TO1100317, TO1100679, TO1002094, TO1108157, TO1109124, TO1109123, TO1109122, TO1109483, TO1112548, TO1112427, TO1109480, TO1004034, TO1111330, TO1004037, TO1004038, TO1100687, TO1102869, TO1101896, TO1100328, TO1100680, TO1003292, TO1111319, TO1109139, TO1109138, TO1109379, TO1109137, TO1109136, TO1004028, TO1111323, TO1111322, TO1109134, TO1108046, TO1109133, TO1111325, TO1109132, TO1111324, TO1109131, TO1108042, TO1003296, TO1111326, TO1111328, TO1003173, TO1004020, TO1004142, TO1004263, TO1004144, TO1111321, TO1004147, TO1019941, TO1019942, TO1104298, TO1019943, TO1104056, TO1108894, TO1108893, TO1104173, TO1008816, TO1111951, TO1004694, TO1004210, TO1117484, TO1108788, TO1108789, TO1104065, TO1108786, TO1108787, TO1105036, TO1108784, TO1016547, TO1104067, TO1108785, TO1104189, TO1108782, TO1104183, TO1108783, TO1108780, TO1008807, TO1008806, TO1008809, TO1111945, TO1111944, TO1117489, TO1004563, TO1117485, TO1004201, TO1117486, TO1117487, TO1004203, TO1117488, TO1119893, TO1104037, TO1104038, TO1104034, TO1008835, TO1111930, TO1009924, TO1001085, TO1102094, TO1004230, TO1119898, TO1004233, TO1003029, TO1119897, TO1119896, TO1108764, TO1017537, TO1108884, TO1108881, TO1004468, TO1004227, TO1001198, TO1008826, TO1004461, TO1004220, TO1004344, TO1008823, TO1019901, TO1019902, TO1100615, TO1120107, TO1120106, TO1019900, TO1109300, TO1104095, TO1005627, TO1104090, TO1104091, TO1104092, TO1001388, TO1001025, TO1100621, TO1017710, TO1011297, TO1011170, TO1017958, TO1001375, TO1001255, TO1001132, TO1017709, TO1004409, TO1004882, TO1001256, TO1017986, TO1017985, TO1017984, TO1013387, TO1017989, TO1109765, TO1104199, TO1017988, TO1108795, TO1108796, TO1017987, TO1001166, TO1108793, TO1006977, TO1104194, TO1111974, TO1108791, TO1108792, TO1108790, TO1104070, TO1012286, TO1119562, TO1104087, TO1104089, TO1105052, TO1108563, TO1104084, TO1108560, TO1004426, TO1001151, TO1104082, TO1001271, TO1119206, TO1001036, TO1009184, TO1009182, TO1009183, TO1009188, TO1108816, TO1009189, TO1017928, TO1017807, TO1017806, TO1017805, TO1017804, TO1009180, TO1017803, TO1009181, TO1104694, TO1104210, TO1001343, TO1117537, TO1004739, TO1001104, TO1009173, TO1009174, TO1009171, TO1008085, TO1009177, TO1104227, TO1009178, TO1009175, TO1009176, TO1108826, TO1010049, TO1104344, TO1108823, TO1104468, TO1104461, TO1104220, TO1101198, TO1003872, TO1001332, TO1119943, TO1119942, TO1009179, TO1001337, TO1001214, TO1004960, TO1119941, TO1017700, TO1017940, TO1106977, TO1017708, TO1017707, TO1017706, TO1017705, TO1101166, TO1014556, TO1020083, TO1004878, TO1116547, TO1108809, TO1108807, TO1108806, TO1104201, TO1104203, TO1104563, TO1012368, TO1000384, TO1020097, TO1117988, TO1020098, TO1001350, TO1117989, TO1017809, TO1017808, TO1117984, TO1117985, TO1020099, TO1117986, TO1117987, TO1113387, TO1009141, TO1105107, TO1107527, TO1009143, TO1104257, TO1108850, TO1104255, TO1021154, TO1004815, TO1021030, TO1021031, TO1009148, TO1009147, TO1001303, TO1011330, TO1009133, TO1009134, TO1008042, TO1009131, TO1009132, TO1104147, TO1012427, TO1012548, TO1104028, TO1104142, TO1104263, TO1103296, TO1104144, TO1103292, TO1000680, TO1103173, TO1104020, TO1009137, TO1002869, TO1009379, TO1009138, TO1000328, TO1008046, TO1009136, TO1001896, TO1000687, TO1009139, TO1009284, TO1011362, TO1011363, TO1009166, TO1103029, TO1008078, TO1109924, TO1108835, TO1101085, TO1013429, TO1104230, TO1011367, TO1011368, TO1104233, TO1001320, TO1001684, TO1003981, TO1003980, TO1009169, TO1119974, TO1119973, TO1012560, TO1009391, TO1011352, TO1009155, TO1108849, TO1009154, TO1104245, TO1108845, TO1004817, TO1011358, TO1004818, TO1104246, TO1101096, TO1104247, TO1108841, TO1103032, TO1108840, TO1104486, TO1003972, TO1001310, TO1001791, TO1004826, TO1004827, TO1003979, TO1003978, TO1001316, TO1003977, TO1003976, TO1001313, TO1003975, TO1003974, TO1003973]
2.A.1.14.1 - Evalue: 1.34328E-22	[TO1000571, TO1100571]
2.A.1.14.34 - Evalue: 2.2073E-41	[TI1100009, TI1000009]
2.A.1.14.13 - Evalue: 5.23331E-44	[TI1000023, TI1000186, TI1100009, TI1100186, TI1900000, TI1000009, TI1900001, TI1100023]
2.A.1.14.10 - Evalue: 4.03809E-49	[TO1000232, TO1121149, TO1121148, TO1100232, TO1021148, TO1021149]
2.A.1.14.32 - Evalue: 1.62821E-44	[TO1000023, TO1000186, TO1100023, TO1100186]
2.A.1.14.30 - Evalue: 1.13028E-44	[TI1000023, TI1000186, TI1100009, TI1100186, TI1000009, TI1100023]
2.A.1.14.31 - Evalue: 4.22246E-46	[TI1000023, TI1000186, TI1100009, TI1100186, TI1000009, TI1100023]
2.A.1.14.8 - Evalue: 6.77351E-9	[TO1101129, TO1001129]
2.A.1.14.7 - Evalue: 4.53966E-24	[TO1900245, TO1100653, TO1000653]
2.A.1.14.6 - Evalue: 9.84958E-21	[TI1000596, TI1101006, TI1100596, TI1001006]
2.A.1.14.9 - Evalue: 4.88606E-7	[TO1100489, TO1000489]

>OSTLU_36765
3.A.1.115.1 - Evalue: 1.86528E-7	[TI3000022]
3.A.1.132.9 - Evalue: 1.5318E-8	[TO3000149, TO3000147]
3.A.1.115.2 - Evalue: 5.81654E-15	[TI3000022]
3.A.1.15.8 - Evalue: 1.35967E-7	[TO3000349, TO3001153, TO3000699]
3.A.1.5.9 - Evalue: 3.91006E-7	[TO3000042, TO3000095]
3.A.1.2.14 - Evalue: 2.51737E-10	[TO3000291, TO3000184, TO3000223, TO3000187]
3.A.1.2.11 - Evalue: 3.5869E-10	[TO3000156]
3.A.1.11.7 - Evalue: 2.50214E-9	[TO3000756, TO3000755]
3.A.1.132.2 - Evalue: 9.98066E-11	[TI3000016, TO3001090]
3.A.1.32.2 - Evalue: 1.04048E-7	[TO3001921, TI3001476, TI3001477, TI3001479, TI3001483, TO3001913, TI3001484, TI3001485, TI3001486, TO3001911, TO3001918, TO3001917, TI3001480, TI3000152, TI3001482, TO3001915, TO3001919, TI3001503, TI3001504, TI3001505, TO3001910, TI3001465, TI3001468, TO3001903, TO3001902, TI3001470, TO3001905, TI3001471, TO3001908, TI3001418, TI3001419, TO3001983, TO3001982, TO3001981, TI3001498, TI3001499, TO3000810, TO3001977, TI3001420, TI3000694, TO3001970, TO3001976, TI3001487, TI3000437, TI3001488, TO3001975, TI3001489, TO3001974, TO3001973, TO3001969, TI3001495, TO3001968, TI3001496, TO3001967, TI3001497, TO3001966, TI3001490, TI3001491, TI3001492, TO3001162, TO3001961, TO3001960, TI3001437, TI3001439, TI3001432, TO3001965, TI3001433, TO3001964, TO3001963, TO3001962, TI3001435, TI3001440, TO3001957, TI3001441, TO3001956, TI3001442, TO3001959, TI3001425, TO3000341, TI3001427, TO3000342, TO3001954, TI3001421, TO3001953, TI3001424, TI3000457, TO3001951, TO3001946, TI3001430, TO3001945, TO3000332, TI3001459, TO3000331, TO3001943, TI3000404, TI3001457, TO3001940, TO3001936, TI3001461, TI3001462, TO3001935, TO3001934, TI3001464, TO3001939, TO3001937, TI3001460, TI3001447, TI3001448, TO3001899, TO3001932, TO3001898, TI3001444, TI3001445, TO3001897, TI3001446, TO3001896, TO3001925, TI3001450, TI3001452, TO3001923, TO3001922, TO3001927]
3.A.1.34.1 - Evalue: 2.97401E-7	[TO3000333]
3.A.1.146.1 - Evalue: 5.46367E-8	[TI3000748, TI3001028]
3.A.1.25.6 - Evalue: 1.1992E-11	[TO3000332]
3.A.1.23.8 - Evalue: 2.27631E-14	[TI3000151, TO3000767, TO3000806]
3.A.1.210.1 - Evalue: 5.60142E-7	[TI3000040]
3.A.1.1.31 - Evalue: 1.19875E-11	[TO3000006]
3.A.1.25.5 - Evalue: 6.43493E-8	[TO3000332, TO3000331]
3.A.1.142.1 - Evalue: 1.92891E-8	[TO3002052, TO3002051, TO3002093, TI3001638, TO3002056, TO3002099, TI3001635, TI3001558, TO3000352, TO3002057, TI3001632, TI3001599, TI3001633, TO3000357, TI3001560, TI3001561, TO3002089, TO3002088, TO3002087, TO3002046, TI3001626, TI3001620, TO3000029, TI3001621, TI3001588, TI3001622, TI3001589, TI3001590, TI3000064, TO3002080, TO3002074, TO3002030, TO3002034, TO3002077, TO3002038, TI3000048, TI3001613, TO3000055, TO3000012, TI3001610, TI3001578, TI3001583, TI3001584, TI3000053, TO3002100, TO3002066, TI3001607, TI3001601, TI3001569, TO3002102, TO3002068, TI3001565, TO3002105, TO3000368, TO3002028, TI3001571]
3.A.1.106.14 - Evalue: 2.3569E-8	[TI3000083]
3.A.1.23.3 - Evalue: 6.77272E-14	[TO3000806]
3.A.1.23.2 - Evalue: 4.32892E-10	[TO3000806]
3.A.1.6.1 - Evalue: 2.71606E-7	[TO3000761, TO3000762, TO3000760, TO3000763, TO3000764]
3.A.1.114.1 - Evalue: 2.14187E-13	[TI3001638, TI3001558, TI3000048, TI3001635, TI3001613, TI3001610, TI3001599, TI3001632, TI3001633, TI3001578, TI3001560, TI3001583, TI3001561, TI3001584, TI3000053, TI3001607, TI3001601, TI3001569, TI3001626, TI3001620, TI3001565, TI3001621, TI3001588, TI3001589, TI3001622, TI3001571, TI3001590, TI3000064]
3.A.1.211.10 - Evalue: 2.74712E-8	[TI3000279, TI3000278, TI3000277, TI3000288, TI3000068, TI3000283, TI3000272, TI3000294, TI3000282, TI3000293, TI3000270, TI3000071, TI3000280, TI3000287, TI3000286, TI3000275, TI3000274]
3.A.1.18.3 - Evalue: 1.78365E-7	[TO3000160, TO3000806, TO3000304, TI3000017]
3.A.1.14.6 - Evalue: 1.01453E-8	[TO3001826]
3.A.1.18.2 - Evalue: 1.65033E-7	[TO3000806, TI3000017]
3.A.1.211.17 - Evalue: 9.83166E-10	[TO3000372, TO3000373, TO3000370, TO3000354, TI3000048, TI3000069, TO3000374, TO3000352, TI3000068, TO3000375, TO3000357, TI3000050, TI3000071, TI3000056, TI3000053, TI3000070, TO3000362, TO3000360, TO3000365, TI3000059, TI3000058, TO3000363, TO3000364, TO3000367, TO3000368, TI3000063, TI3000061, TI3000060, TI3000066, TI3000064]
3.A.1.211.16 - Evalue: 7.23409E-7	[TO3000372, TO3000373, TO3000370, TO3000354, TI3000048, TO3000374, TO3000352, TI3000069, TI3000068, TO3000375, TO3000357, TI3000050, TI3000071, TI3000056, TI3000053, TI3000070, TO3000362, TO3000360, TO3000365, TI3000059, TI3000058, TO3000363, TO3000364, TO3000367, TO3000368, TI3000063, TI3000061, TI3000060, TI3000066, TI3000064]
3.A.1.5.33 - Evalue: 4.02417E-8	[TO3000767]
3.A.1.14.12 - Evalue: 1.16063E-10	[TO3001825]
3.A.1.1.23 - Evalue: 3.44201E-10	[TO3000042, TO3000095]
3.A.1.14.10 - Evalue: 4.06442E-10	[TO3000773]
3.A.1.1.22 - Evalue: 5.61351E-8	[TO3000073, TO3000052, TO3000006, TO3000138]
3.A.1.14.3 - Evalue: 2.32918E-7	[TO3000814, TO3000811, TO3000812]
3.A.1.14.2 - Evalue: 1.85732E-10	[TO3001826]
3.A.1.18.1 - Evalue: 7.57333E-10	[TO3000806]
3.A.1.14.14 - Evalue: 1.33287E-9	[TO3000759, TO3000811]
3.A.1.105.10 - Evalue: 3.23565E-12	[TI3001117, TI3001359, TI3001238, TI3001118, TI3001119, TI3001113, TI3001355, TI3001234, TI3001235, TI3001114, TI3001115, TI3001236, TI3001237, TI3001241, TI3001362, TI3001120, TI3001363, TI3001122, TI3001123, TI3001360, TI3001348, TI3001227, TI3001228, TI3001349, TI3001108, TI3001229, TI3001109, TI3001102, TI3001223, TI3001344, TI3001345, TI3001346, TI3001104, TI3001225, TI3001105, TI3001351, TI3001110, TI3001353, TI3001232, TI3001111, TI3001112, TI3001233, TI3001350, TI3001139, TI3000046, TI3001135, TI3001256, TI3001136, TI3001258, TI3001137, TI3001138, TI3001142, TI3001266, TI3001260, TI3001140, TI3001262, TI3001129, TI3001245, TI3001125, TI3001246, TI3001247, TI3001248, TI3001252, TI3001132, TI3001254, TI3001134, TI3001255, TI3001250, TI3001278, TI3001158, TI3001159, TI3001285, TI3001286, TI3001166, TI3001167, TI3001288, TI3001281, TI3001282, TI3001283, TI3001162, TI3001284, TI3001163, TI3001267, TI3001147, TI3001269, TI3001274, TI3001154, TI3001276, TI3001155, TI3001277, TI3001156, TI3001270, TI3001271, TI3001151, TI3001272, TI3001152, TI3001179, TI3001058, TI3001059, TI3001186, TI3001065, TI3001187, TI3001188, TI3001067, TI3001068, TI3001189, TI3001061, TI3001182, TI3001183, TI3001062, TI3001180, TI3001181, TI3001060, TI3001289, TI3001168, TI3001169, TI3001175, TI3001296, TI3001054, TI3001177, TI3001056, TI3001057, TI3001171, TI3001292, TI3001172, TI3001293, TI3001173, TI3001295, TI3001290, TI3001291, TI3001170, TI3001087, TI3001088, TI3001089, TI3001086, TI3001069, TI3001076, TI3001077, TI3001198, TI3001079, TI3001072, TI3001073, TI3001194, TI3001074, TI3001195, TI3001196, TI3001190, TI3001191, TI3001192, TI3000689, TI3000690, TI3001098, TI3001099, TI3001094, TI3001095, TI3001096, TI3001097, TI3001090, TI3001093, TI3001319, TI3001316, TI3001318, TI3001312, TI3001313, TI3001314, TI3001320, TI3001321, TI3000111, TI3000110, TI3001308, TI3001309, TI3001305, TI3000697, TI3001306, TI3001307, TI3001300, TI3001302, TI3001303, TI3001310, TI3001216, TI3001217, TI3001338, TI3001218, TI3001339, TI3001219, TI3001212, TI3001334, TI3001336, TI3001215, TI3001340, TI3001220, TI3001341, TI3001221, TI3001222, TI3001343, TI3001209, TI3000115, TI3001205, TI3000114, TI3001206, TI3001327, TI3001328, TI3000113, TI3001207, TI3000112, TI3001208, TI3001322, TI3000117, TI3001324, TI3001204, TI3000116, TI3001330, TI3001331, TI3001332, TI3001211]
3.A.1.122.16 - Evalue: 6.98831E-11	[TI3000925, TI3000826, TI3000846, TI3000725, TI3000809, TI3000907, TI3000928, TI3000927, TI3000828, TI3000962, TI3000940, TI3000862, TI3000884, TI3000784, TI3001652, TI3000768, TI3000922, TI3000888, TI3000986, TI3000820, TI3000792, TI3000790, TI3000914, TI3000814, TI3000836, TI3000912, TI3000857, TI3000956, TI3000818, TI3000797, TI3000874, TI3000896, TI3000873, TI3000774, TI3000894, TI3000856, TI3000911, TI3001003, TI3001004, TI3001005, TI3000997, TI3000930, TI3000974, TI3001651, TI3001031]
3.A.1.12.3 - Evalue: 2.88248E-7	[TO3000336]
3.A.1.14.1 - Evalue: 9.45871E-12	[TO3000805]
3.A.1.152.1 - Evalue: 1.76288E-8	[TI3000073, TI3000083, TI3000094, TI3000082, TI3000109, TI3000076, TI3000101, TI3000091, TI3000107]
3.A.1.105.17 - Evalue: 3.5149E-10	[TI3000279, TI3000278, TI3000288, TI3000068, TI3000277, TI3000283, TI3000294, TI3000272, TI3000282, TI3000293, TI3000270, TI3000071, TI3000280, TI3000287, TI3000275, TI3000286, TI3000274]
3.A.1.120.5 - Evalue: 1.96701E-7	[TI3000465]
3.A.1.26.10 - Evalue: 1.34688E-10	[TO3001162]
3.A.1.209.1 - Evalue: 8.15324E-9	[TI3000208, TI3000224, TI3000267, TI3000223, TI3000168, TI3000201, TI3000244, TI3000189, TI3000207, TI3000206, TI3000227, TI3000249, TI3000248, TI3000204, TI3000171, TI3000199, TI3000177, TI3000176, TI3000197, TI3000175, TI3000251, TI3000191, TI3000190, TI3000236, TI3000258, TI3000159, TI3000257, TI3000233, TI3000239, TI3000238, TI3000216, TI3000259, TI3000215, TI3000237, TI3000261, TI3000184, TI3000162, TI3000182, TI3000181, TI3000243, TI3000265, TI3000242, TI3000241, TI3000164, TI3000240, TI3000262, TI3000163, TI3000185]
3.A.1.26.11 - Evalue: 2.39168E-7	[TO3002001]
3.A.1.211.1 - Evalue: 6.40672E-7	[TI3000268, TI3000279, TI3000278, TI3000288, TI3000068, TI3000277, TI3000272, TI3000294, TI3000283, TI3000282, TI3000293, TI3000270, TI3000280, TI3000071, TI3000287, TI3000275, TI3000286, TI3000274]
3.A.1.5.17 - Evalue: 2.7696E-8	[TO3000335]
3.A.1.20.1 - Evalue: 4.1393E-9	[TO3000759, TI3000031]
3.A.1.211.5 - Evalue: 4.89387E-12	[TI3000048, TI3000059, TI3000003, TI3000058, TI3000069, TI3000068, TI3000063, TI3000061, TI3000050, TI3000060, TI3000071, TI3000012, TI3000056, TI3000066, TI3000033, TI3000053, TI3000064, TI3000070]
3.A.1.2.23 - Evalue: 5.70241E-8	[TO3000270, TO3000273, TO3000274, TO3000156, TO3000157, TO3000276, TO3000315, TO3000312, TO3000159, TO3000307, TO3000308, TO3000306, TO3000309, TO3000262, TO3000263, TO3000261, TO3000266, TO3000300, TO3000267, TO3000304, TO3000301, TO3000302, TO3000269, TO3000251, TO3000253, TO3000257, TO3000240, TO3000241, TO3000245, TO3000248, TO3000249, TO3000247, TO3000239, TO3000190, TO3000191, TO3000197, TO3000195, TO3000233, TO3000234, TO3000198, TO3000231, TO3000199, TO3000232, TO3000237, TO3000236, TO3000229, TO3000182, TO3000180, TO3000184, TO3000222, TO3000223, TO3000220, TO3000187, TO3000221, TO3000188, TO3000219, TO3000217, TO3000218, TO3000170, TO3000291, TO3000292, TO3000171, TO3000290, TO3000174, TO3000175, TO3000172, TO3000294, TO3000052, TO3000299, TO3000178, TO3000212, TO3000330, TO3000176, TO3000297, TO3000210, TO3000215, TO3000216, TO3000213, TO3000208, TO3000329, TO3000327, TO3000206, TO3000328, TO3000281, TO3000160, TO3000284, TO3000163, TO3000285, TO3000164, TO3000161, TO3000282, TO3000283, TO3000162, TO3000167, TO3000168, TO3000289, TO3000165, TO3000166, TO3000287, TO3000320, TO3000204, TO3000325, TO3000326, TO3000205, TO3000169, TO3000202, TO3000323, TO3000324, TO3000318, TO3000319, TO3000316]
