reference	rast_only	refseq_only	transyt_only	rast_and_refseq	rast_and_transyt	refseq_and_transyt	all_combined	lineage
GCF_000025125.1	0	14	4	57	2	3	33	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Oscillatoriophycideae, Chroococcales, Aphanothecaceae, Candidatus Atelocyanobacterium, Candidatus Atelocyanobacterium thalassa isolate ALOHA
GCF_900093775.1	0	48	27	248	14	21	231	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus glycinifermentans
GCF_001302585.1	0	229	19	574	8	25	172	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Kibdelosporangium phytohabitans
GCF_000195915.1	0	32	1	111	0	0	23	Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales, Thermoplasmataceae, Thermoplasma, Thermoplasma acidophilum DSM 1728
GCF_000832305.1	0	295	55	644	12	14	281	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus basilensis
GCF_001026985.1	0	122	48	163	8	24	238	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Budviciaceae, Pragia fontium
GCF_000265425.1	0	113	7	241	2	9	71	Bacteria, Acidobacteria, Acidobacteriia, Acidobacteriales, Acidobacteriaceae, Terriglobus, Terriglobus roseus DSM 18391
GCF_000213805.1	0	85	28	356	15	20	243	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas putida group, Pseudomonas fulva 12-X
GCF_000026105.1	0	124	36	358	15	22	294	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas entomophila L48
GCF_000016185.1	0	67	14	235	7	13	98	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Rhodospirillum, Rhodospirillum centenum SW
GCF_000211855.2	0	80	12	143	2	4	43	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Lacinutrix, Lacinutrix sp. 5H-3-7-4
GCF_000807255.1	0	65	6	240	3	9	98	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium pasteurianum DSM 525 = ATCC 6013
GCF_000213255.1	0	51	3	241	5	4	57	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family IV. Incertae Sedis, Mahella, Mahella australiensis 50-1 BON
GCF_001402875.1	0	86	17	208	7	7	96	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Blastochloris viridis
GCF_000412695.1	0	138	39	412	9	20	304	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas aeruginosa group, Pseudomonas resinovorans NBRC 106553
GCF_000012845.1	0	113	8	281	3	12	92	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Bacteroidia, Bacteroidales, Tannerellaceae, Parabacteroides, Parabacteroides distasonis ATCC 8503
GCF_000403645.1	0	72	11	134	0	4	19	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Salinarchaeum, Salinarchaeum sp. Harcht-Bsk1
GCF_000706685.1	0	38	9	168	5	9	159	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus xylosus
GCF_000024945.1	0	31	5	158	5	6	79	Bacteria, Terrabacteria group, Firmicutes, Negativicutes, Veillonellales, Veillonellaceae, Veillonella, Veillonella parvula DSM 2008
GCF_000812185.1	0	15	2	35	0	1	6	Archaea, TACK group, Thaumarchaeota, Thaumarchaeota incertae sedis, Candidatus Nitrosopelagicus brevis
GCF_000317695.1	0	65	17	232	9	9	106	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Nostocales, Nostocaceae, Anabaena, Anabaena cylindrica PCC 7122
GCF_000023825.1	0	163	11	268	3	3	107	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter heparinus DSM 2366
GCF_000511385.1	0	102	12	411	6	8	121	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Phaeobacter, Phaeobacter gallaeciensis DSM 26640
GCF_000026605.1	0	23	5	156	8	6	89	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus dysgalactiae group, Streptococcus equi subsp. zooepidemicus
GCF_000195835.1	0	19	22	122	13	1	76	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis, Mycobacterium tuberculosis variant bovis AF2122/97
GCF_000026205.1	0	5	1	30	2	2	5	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Candidatus Phytoplasma, Candidatus Phytoplasma mali
GCF_001314995.1	0	176	13	326	3	10	104	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides ovatus
GCF_000767275.2	0	24	3	170	2	2	59	Bacteria, Thermotogae, Thermotogae, Thermotogales, Fervidobacteriaceae, Fervidobacterium islandicum
GCF_000801295.1	0	71	14	137	7	4	37	Bacteria, Proteobacteria, Gammaproteobacteria, endosymbiont of unidentified scaly snail isolate Monju
GCF_000026505.1	0	38	2	259	7	8	125	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus rhamnosus GG
GCF_000447675.1	0	51	3	206	3	5	69	Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Spirochaetaceae, Treponema, Treponema pedis str. T A4
GCF_000503895.1	0	92	12	190	6	9	78	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium, Hyphomicrobium nitrativorans NL23
GCF_000317105.1	0	64	12	192	5	6	84	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Oscillatoriophycideae, Oscillatoriales, Oscillatoriaceae, Oscillatoria, Oscillatoria acuminata PCC 6304
GCF_000063525.1	0	27	7	106	2	1	50	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. RCC307
GCF_000213215.1	0	49	5	96	2	4	19	Archaea, TACK group, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Acidianus, Acidianus hospitalis W1
GCF_000013025.1	0	52	17	228	7	8	74	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Hyphomonadaceae, Hyphomonas, Hyphomonas neptunium ATCC 15444
GCF_000196455.1	0	55	3	162	9	4	65	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Acetoanaerobium sticklandii
GCF_001514435.1	0	10	5	108	9	6	75	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus thermophilus
GCF_000010325.1	0	58	10	117	1	2	38	Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Epsilonproteobacteria incertae sedis, Nitratiruptor, Nitratiruptor sp. SB155-2
GCF_000577895.1	0	74	6	170	5	7	97	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium bornimense
GCF_000007305.1	0	31	12	123	4	8	34	Archaea, Euryarchaeota, Thermococci, Thermococcales, Thermococcaceae, Pyrococcus, Pyrococcus furiosus DSM 3638
GCF_000017705.1	0	110	27	379	14	24	214	Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, Vibrio harveyi group, Vibrio campbellii ATCC BAA-1116
GCF_000015045.1	0	64	7	220	5	3	58	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Pelobacter, Pelobacter propionicus DSM 2379
GCF_000283655.1	0	108	29	468	15	13	222	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum, Azospirillum lipoferum 4B
GCF_000189415.1	0	41	7	118	2	8	33	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Weeksella, Weeksella virosa DSM 16922
GCF_001021975.1	0	97	11	203	2	6	75	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Chryseobacterium gallinarum
GCF_000186365.1	0	32	0	105	0	0	8	Archaea, TACK group, Crenarchaeota, Thermoprotei, Desulfurococcales, Desulfurococcaceae, Desulfurococcus, Desulfurococcus mucosus DSM 2162
GCF_000513475.1	0	22	2	30	0	4	9	Bacteria, Bacteria incertae sedis, Bacteria candidate phyla, Candidatus Dependentiae, Candidatus Babeliae, Candidatus Babeliales, Candidatus Babeliaceae, Candidatus Babela massiliensis
GCF_000499765.1	0	29	3	60	0	4	20	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobacterium, Methanobacterium sp. MB1
GCF_000008545.1	0	0	3	0	99	0	0	Bacteria, Thermotogae, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga, Thermotoga maritima MSB8
GCF_000017105.1	0	38	4	87	6	3	56	Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Coxiella, Coxiella burnetii Dugway 5J108-111
GCF_000025885.1	0	45	3	205	8	5	51	Bacteria, Synergistetes, Synergistia, Synergistales, Synergistaceae, Aminobacterium, Aminobacterium colombiense DSM 12261
GCF_000014765.1	0	45	14	177	9	6	59	Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosomonas, Nitrosomonas eutropha C91
GCF_000007525.1	0	0	6	0	70	0	0	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium longum NCC2705
GCF_001543285.1	0	20	5	128	8	4	79	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Aerococcus viridans
GCF_000968135.1	0	117	16	224	13	4	72	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Magnetospira, Magnetospira sp. QH-2
GCF_001077715.1	0	12	4	40	2	0	21	Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Coxiella-like endosymbiont
GCF_001477625.1	0	126	26	319	18	10	124	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiales genera incertae sedis, Paucibacter, Paucibacter sp. KCTC 42545
GCF_000092105.1	0	87	9	155	4	6	38	Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctopirus, Planctopirus limnophila DSM 3776
GCF_000832605.1	0	99	26	352	14	24	227	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus mycoides
GCF_001277995.1	0	34	8	193	5	14	122	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium deserti GIMN1.010
GCF_000015885.1	0	38	24	135	9	14	151	Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Actinobacillus, Actinobacillus pleuropneumoniae, Actinobacillus pleuropneumoniae serovar 5b str. L20
GCF_000470655.1	0	44	5	161	0	3	19	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Haloarculaceae, Halorhabdus, Halorhabdus tiamatea SARL4B
GCF_001010805.1	0	58	19	204	4	7	81	Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, Spongiibacter, Spongiibacter sp. IMCC21906
GCF_000010785.1	0	52	8	112	3	1	28	Bacteria, Aquificae, Aquificae, Aquificales, Aquificaceae, Hydrogenobacter, Hydrogenobacter thermophilus TK-6
GCF_000016745.1	0	66	13	265	4	9	68	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, Geobacter uraniireducens Rf4
GCF_000208385.1	0	30	6	209	1	1	50	Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Spirochaetaceae, Sphaerochaeta, Sphaerochaeta coccoides DSM 17374
GCF_000019165.1	0	41	13	135	5	1	46	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Heliobacteriaceae, Heliobacterium, Heliobacterium modesticaldum Ice1
GCF_001412575.1	0	105	17	297	6	8	72	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Limnohabitans, Limnohabitans sp. 103DPR2
GCF_000023465.1	0	130	13	276	4	12	84	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Zunongwangia, Zunongwangia profunda SM-A87
GCF_000016505.1	0	52	13	237	3	9	85	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium kluyveri DSM 555
GCF_000006905.1	0	0	22	0	105	0	0	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Caulobacter, Caulobacter vibrioides CB15
GCF_000311765.1	0	63	6	275	4	7	96	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Gluconobacter, Gluconobacter oxydans H24
GCF_000020305.1	0	16	4	49	1	2	15	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Anaplasma, Anaplasma marginale str. Florida
GCF_000017265.1	0	65	27	246	10	13	108	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium, Phenylobacterium zucineum HLK1
GCF_000172995.2	0	87	12	245	3	9	31	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae, Halogeometricum, Halogeometricum borinquense DSM 11551
GCF_000056065.1	0	20	2	121	7	3	66	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus delbrueckii, Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002
GCF_000025605.1	0	36	8	84	2	3	26	Bacteria, Aquificae, Aquificae, Aquificales, Aquificaceae, Thermocrinis, Thermocrinis albus DSM 14484
GCF_000007985.2	0	0	44	0	88	0	0	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, Geobacter sulfurreducens PCA
GCF_000177535.2	0	29	7	142	1	9	56	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium resistens DSM 45100
GCF_000153165.2	0	93	13	171	2	5	62	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Maribacter, Maribacter sp. HTCC2170
GCF_000444995.1	0	106	20	493	13	15	182	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, Paracoccus aminophilus JCM 7686
GCF_000011705.1	0	0	39	0	205	0	0	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, pseudomallei group, Burkholderia mallei ATCC 23344
GCF_000980815.1	0	32	7	154	9	9	72	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium camporealensis
GCF_000218875.1	0	31	6	121	3	3	41	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Zymomonas, Zymomonas mobilis, Zymomonas mobilis subsp. pomaceae ATCC 29192
GCF_000014585.1	0	38	9	132	3	1	56	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. CC9311
GCF_000953695.1	0	138	27	290	14	14	198	Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Aliivibrio wodanis
GCF_000008325.1	0	53	13	209	10	7	81	Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylococcus, Methylococcus capsulatus str. Bath
GCF_000022005.1	0	50	17	254	5	9	108	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Caulobacter, Caulobacter vibrioides NA1000
GCF_001558255.1	0	55	32	284	8	10	178	Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Grimontia hollisae
GCF_000215705.1	0	110	18	328	5	13	98	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Ramlibacter, Ramlibacter tataouinensis TTB310
GCF_001431725.1	0	97	25	470	18	15	199	Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas huangheensis
GCF_000185885.1	0	34	6	182	4	7	104	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, Staphylococcus pseudintermedius HKU10-03
GCF_000789395.1	0	51	3	196	5	6	127	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium baratii str. Sullivan
GCF_000648515.1	0	96	78	222	18	46	484	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Citrobacter, Citrobacter freundii complex, Citrobacter freundii CFNIH1
GCF_000813245.1	0	45	3	123	2	3	13	Archaea, TACK group, Crenarchaeota, Thermoprotei, Thermoproteales, Thermofilaceae, Thermofilum, Thermofilum adornatus 1505
GCF_000055945.1	0	42	4	114	4	2	34	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Lawsonia, Lawsonia intracellularis PHE/MN1-00
GCF_000219805.1	0	22	4	65	9	5	67	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Leuconostocaceae, Weissella, Weissella koreensis KACC 15510
GCF_000166095.1	0	14	4	44	0	1	7	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanothermaceae, Methanothermus, Methanothermus fervidus DSM 2088
GCF_000195275.1	0	35	9	117	4	3	37	Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Spirochaetaceae, Treponema, Treponema succinifaciens DSM 2489
GCF_000833105.2	0	85	7	432	11	10	188	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium beijerinckii
GCF_000243135.2	0	48	3	229	5	5	85	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfitobacterium, Desulfitobacterium dichloroeliminans LMG P-21439
GCF_000281175.1	0	63	9	371	7	7	91	Bacteria, Terrabacteria group, Chloroflexi, Caldilineae, Caldilineales, Caldilineaceae, Caldilinea, Caldilinea aerophila DSM 14535 = NBRC 104270
GCF_000021725.1	0	39	8	106	3	0	29	Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Nautiliales, Nautiliaceae, Nautilia, Nautilia profundicola AmH
GCF_000277125.1	0	92	23	219	4	7	73	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium avium complex (MAC), Mycobacterium intracellulare ATCC 13950
GCF_000014805.1	0	0	61	0	262	0	0	Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas hydrophila, Aeromonas hydrophila subsp. hydrophila ATCC 7966
GCF_001411495.1	0	168	28	679	14	24	404	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex, Burkholderia cepacia ATCC 25416
GCF_000023445.1	0	106	17	306	12	5	95	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, Desulfovibrio salexigens DSM 2638
GCF_000020525.1	0	53	9	169	6	4	30	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chloroherpeton, Chloroherpeton thalassium ATCC 35110
GCF_000626675.1	0	82	12	244	4	8	125	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium glyciniphilum AJ 3170
GCF_000217635.1	0	3	1	12	1	1	0	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Buchnera, Buchnera aphidicola (Cinara tujafilina)
GCF_000816085.1	0	27	7	150	5	7	117	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus hyicus
GCF_000185965.1	0	52	19	179	9	11	100	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Pseudoxanthomonas, Pseudoxanthomonas suwonensis 11-1
GCF_000202835.1	0	77	21	325	13	3	77	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Acidiphilium, Acidiphilium multivorum AIU301
GCF_000022525.1	0	14	4	44	2	1	15	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Neorickettsia, Neorickettsia risticii str. Illinois
GCF_001953195.1	0	77	21	190	7	22	155	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter soli
GCF_001027285.1	0	226	32	361	10	14	103	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Myxococcales, Cystobacterineae, Archangiaceae, Archangium gephyra
GCF_001310255.1	0	59	13	180	8	7	94	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Brevundimonas, Brevundimonas sp. DS20
GCF_000007045.1	0	0	10	0	86	0	0	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus pneumoniae R6
